"","PLOT_ID","specie","G_sp","N_sp","sp_1","sp_2","sp_3","G_sp_1","G_sp_2","G_sp_3","N_sp_1","N_sp_2","N_sp_3","SUM_DBH","SUM_H","BASAL_AREA","DENSITY","CD_0_75","CD_75_125","CD_125_175","CD_175_225","CD_225_275","CD_275_325","CD_325_375","CD_375_425","CD_425_","MEAN_DBH","MEAN_H","QM_DBH","DOMINANT_H","X","Provincia","Estadillo","ESTRATO","FECHGR","CODGR","NUMPMA","NUMTIP","NUMPME","NUMMAT","VERIFICA","FECHAVE","CODVE","HOJA","VUELO","FOTO","COORDEX","COORDEY","ANO","MUNICI","PROPIED1","PROPIED2","AREAPRO1","AREAPRO2","ALTITUD1","ALTITUD2","PENDIEN1","PENDIEN2","USO1","USO2","FRACCION1","FRACCION2","ESPECIA12","OCUPA11","OCUPA12","ESTADA11","ESTADA12","ESPECIA21","ESPECIA22","OCUPA21","OCUPA22","ESTADA21","ESTADA22","ESPECIA31","ESPECIA32","OCUPA31","OCUPA32","ESTADA31","ESTADA32","ESPECIB1","MASAB1","ORIGEB1","EDADB1","ESPECIB2","MASAB2","ORIGEB2","EDADB2","ESPECIB3","MASAB3","ORIGEB3","EDADB3","ESPECIE1","ESPECIE2","ESPECIE3","ESPECIE4","ESPECIE5","ESPECIE6","ESPECIE7","CLASUELO","ESPESOR","CLACOBER","CUBIERTA","MEROSIVA1","MEROSIVA2","MEROSIVA3","MEROSIVA4","DISESPAC","COMPESPE","PREPSUEL1","PREPSUEL2","TRAVUELO1","TRAVUELO2","CORTAS","DANOS1","DANOS2","DANOS3","ORIENTA1","ORIENTA2","MAXPEND1","MAXPEND2","INVENTORY_ID","AGE","MUNICIPALITY","SPECIE_IFN_ID","Fecha_IFN2","Anyo_IFN2","EXEC_TIME"
"20408","42_222","21",49503.625,445.633840657307,21,NA,NA,49503.625,NA,NA,445.633840657307,NA,NA,5255.29622089438,2100.84524881302,4.9503625,445.633840657307,0,254.647908947033,190.985931710274,0,0,0,0,0,0,11.7928571428571,4.71428571428571,11.8928099527163,5.125,207,42,222,NA,920109,8,8,4,2,1,"S",920115,8,281,1,"0281M46","572","4651",91,165,"1","1","0","0","12",12,3,5,9,1,"30",50,21,0,0,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,2,20,NA,NA,NA,NA,NA,NA,NA,NA,21,15,37,95,NA,NA,NA,2,3,"W","20",NA,NA,NA,"1",1,1,NA,1,NA,0,0,NA,NA,"01",216,NA,"7.25",NA,"IFN2",20,165,21,"19920109",1992,12
"20413","42_23","21",198787.041666667,449.17061717046,21,NA,NA,198787.041666667,NA,NA,449.17061717046,NA,NA,10479.468808473,3902.83288226459,19.8787041666667,449.17061717046,0,0,31.8309886183791,190.985931710274,127.323954473516,84.8826363156775,14.1471060526129,0,0,23.3307086614173,8.68897637795276,23.7379617231904,9.3125,22,42,23,0,920108,NA,23,5,2,1,"S",920114,8,279,2,"0279L04","521","4655",91,121,"2","2","3","3","18",18,4,4,9,1,"70",55,21,0,9,4,4,NA,37,NA,1,NA,2,NA,NA,NA,NA,NA,NA,21,2,1,36,37,3,6,NA,NA,NA,NA,NA,21,37,NA,NA,NA,NA,NA,2,1,"W","20",NA,NA,NA,"1",1,3,NA,0,NA,0,0,NA,NA,"P313",137,NA,"4.25",NA,"IFN2",36,121,21,"19920108",1992,11
"20437","42_262","21",174593.25,2005.35228295788,21,NA,NA,174593.25,NA,NA,2005.35228295788,NA,NA,20680.5933053609,11984.3672148197,17.459325,2005.35228295788,0,1655.21140815571,350.14087480217,0,0,0,0,0,0,10.3126984126984,5.97619047619048,10.5286683461327,6.875,242,42,262,NA,920110,6,24,4,2,1,"S",920116,6,316,2,"0316J10","504","4646",91,78,"2","2","0","0","12",12,2,2,9,1,"40",50,21,0,9,2,3,NA,43,NA,1,NA,2,NA,NA,NA,NA,NA,NA,21,1,1,25,43,3,6,NA,NA,NA,NA,NA,21,43,15,NA,NA,NA,NA,2,1,"W","20",NA,NA,NA,"1",1,3,NA,0,NA,0,0,NA,NA,"P305",223,NA,"1.25",NA,"IFN2",25,78,21,"19920110",1992,12
"20439","42_273","21",143898.5625,841.752810130469,21,NA,NA,143898.5625,NA,NA,841.752810130469,NA,NA,12040.0714449019,5621.70626765706,14.38985625,841.752810130469,0,381.971863420549,286.478897565412,159.154943091895,14.1471060526129,0,0,0,0,14.3035714285714,6.67857142857143,14.7533620296009,7.58064516129032,252,42,273,NA,920110,8,18,5,2,1,"S",920116,8,316,1,"0316K11","507","4645",91,78,"2","2","0","0","12",12,2,2,9,1,"90",40,21,0,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,21,43,NA,NA,NA,NA,NA,1,2,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,0,4,NA,NA,"01",193,NA,"0.75",NA,"IFN2",30,78,21,"19920110",1992,12
"20441","42_28","21",315111.722222222,739.186291249025,21,NA,NA,315111.722222222,NA,NA,739.186291249025,NA,NA,16471.8292547085,9381.29970113894,31.5111722222222,739.186291249025,0,127.323954473516,63.6619772367581,222.816920328653,127.323954473516,169.765272631355,28.2942121052258,0,0,22.2837320574163,12.6913875598086,23.2975572163436,13.6875,26,42,28,0,920108,NA,33,4,1,2,"S",920114,8,279,2,"0279M03","518","4651",91,215,"2","2","3","3","14",14,3,2,9,1,"70",80,21,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,41,NA,NA,NA,NA,NA,NA,NA,NA,21,65,57,NA,NA,NA,NA,2,1,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,0,0,NA,NA,"P813",200,NA,"2.00",NA,"IFN2",41,215,21,"19920108",1992,11
"20442","42_281","21",183325.173611111,1414.71060526129,21,NA,NA,183325.173611111,NA,NA,1414.71060526129,NA,NA,17433.6556274606,10681.0650697228,18.3325173611111,1414.71060526129,127.323954473516,636.619772367581,572.957795130823,63.6619772367581,14.1471060526129,0,0,0,0,12.323125,7.55,12.8449467204033,7.56451612903226,260,42,281,NA,920110,8,27,5,1,1,"S",920116,8,316,1,"0316K11","507","4644",91,78,"2","2","0","0","12",12,1,2,9,1,"60",50,21,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,1,1,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,0,4,NA,NA,"01",204,NA,"1.00",NA,"IFN2",30,78,21,"19920110",1992,12
"20443","42_283","21",254945.4375,1623.38041953733,21,22,NA,254945.4375,8742.25,NA,1623.38041953733,31.8309886183791,NA,23034.49491369,11363.6629367613,26.36876875,1655.21140815571,0,763.943726841098,572.957795130823,318.309886183791,0,0,0,0,0,13.9163461538462,6.86538461538461,14.242074381645,7.25,262,42,283,NA,920110,8,34,4,2,0,"S",920117,6,316,1,"0316K12","509","4644",91,69,"2","2","0","0","12",12,2,2,9,1,"50",60,21,0,0,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,21,43,15,NA,NA,NA,NA,2,1,"W","14",NA,NA,NA,"1",1,1,NA,0,NA,0,4,NA,NA,"01",6,NA,"1.50",NA,"IFN2",30,69,21,"19920110",1992,12
"20447","42_292","21",156634.625,1718.87338539247,21,43,NA,156634.625,16202,NA,1718.87338539247,254.647908947033,NA,20384.56511121,12811.9729188976,17.2836625,1973.5212943395,0,1655.21140815571,318.309886183791,0,0,0,0,0,0,10.3290322580645,6.49193548387097,10.5597111702925,7.875,270,42,292,NA,920110,8,23,4,2,2,"S",920117,6,316,1,"0316K13","512","4643",91,69,"2","2","0","0","14",14,3,3,9,1,"60",90,21,0,6,2,3,NA,43,NA,4,NA,2,NA,NA,NA,NA,NA,NA,21,1,1,19,43,3,6,NA,NA,NA,NA,NA,21,43,NA,NA,NA,NA,NA,1,2,"W","20",NA,NA,NA,"1",1,3,NA,0,NA,0,0,NA,NA,"01",276,NA,"3.25",NA,"IFN2",19,69,21,"19920110",1992,12
"20451","42_299","21",32523.9236111111,187.449155197121,21,NA,NA,32523.9236111111,NA,NA,187.449155197121,NA,NA,2430.64965866456,779.859221150287,3.25239236111111,187.449155197121,0,127.323954473516,0,31.8309886183791,28.2942121052258,0,0,0,0,12.9669811320755,4.16037735849057,14.8632841923019,4.16037735849057,277,42,299,NA,920112,6,4,4,1,1,"S",920117,6,316,1,"0316K11","506","4642",91,78,"2","2","0","0","12",12,1,1,9,1,"15",20,21,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,25,NA,NA,NA,NA,NA,NA,NA,NA,21,43,NA,NA,NA,NA,NA,2,2,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,0,4,NA,NA,"01",225,NA,"0.25",NA,"IFN2",25,78,21,"19920112",1992,11
"20452","42_301","21",151271.125,1909.85931710274,21,NA,NA,151271.125,NA,NA,1909.85931710274,NA,NA,18980.8185131394,10376.9022895916,15.1271125,1909.85931710274,0,1782.53536262923,127.323954473516,0,0,0,0,0,0,9.93833333333333,5.43333333333333,10.0422814472941,6.5,278,42,301,NA,920112,6,18,4,2,2,"S",920206,3,316,1,"0316K12","508","4642",91,69,"2","2","0","0","12",12,2,2,9,1,"50",50,21,0,9,2,3,NA,43,NA,1,NA,2,NA,NA,NA,NA,NA,NA,21,1,1,25,43,3,6,NA,NA,NA,NA,NA,21,43,NA,NA,NA,NA,NA,1,2,"W","20",NA,NA,NA,"1",1,3,NA,0,NA,0,4,NA,NA,"01",357,NA,"2.00",NA,"IFN2",25,69,21,"19920112",1992,11
"20454","42_316","21",539631.854166667,1704.72627933986,21,NA,NA,539631.854166667,NA,NA,1704.72627933986,NA,NA,32809.0841630916,27272.0836929246,53.9631854166667,1704.72627933986,0,127.323954473516,636.619772367581,572.957795130823,198.059484736581,99.0297423682904,56.5884242104517,14.1471060526129,0,19.2459543568465,15.9979253112033,20.0759691766485,17.125,291,42,316,NA,920113,6,65,4,1,0,"S",920117,6,316,1,"0316K13","511","4641",91,69,"2","2","0","0","12",12,3,3,9,1,"60",60,21,0,0,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,30,NA,NA,NA,NA,NA,NA,NA,NA,21,43,NA,NA,NA,NA,NA,1,3,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,0,4,NA,NA,"P305",235,NA,"2.75",NA,"IFN2",30,69,21,"19920113",1992,11
"20455","42_329","21",8372.25,127.323954473516,21,NA,NA,8372.25,NA,NA,127.323954473516,NA,NA,1165.01418343267,636.619772367581,0.837225,127.323954473516,0,127.323954473516,0,0,0,0,0,0,0,9.15,5,9.15,5,303,42,329,NA,920113,6,1,1,3,2,"S",920117,8,316,1,"0316L13","511","4640",91,69,"2","2","0","0","13",13,4,3,9,1,"30",85,21,0,6,2,2,NA,43,NA,4,NA,3,NA,NA,NA,NA,NA,NA,21,1,1,17,43,3,6,NA,NA,NA,NA,NA,21,43,57,NA,NA,NA,NA,2,4,"W","14",NA,NA,NA,"1",1,2,NA,1,NA,0,0,NA,NA,"01",396,NA,"3.00",NA,"IFN2",17,69,21,"19920113",1992,11
"20457","42_34","21",19031.6736111111,45.978094670992,21,NA,NA,19031.6736111111,NA,NA,45.978094670992,NA,NA,1037.5133901335,343.067321775863,1.90316736111111,45.978094670992,0,0,0,31.8309886183791,0,14.1471060526129,0,0,0,22.5653846153846,7.46153846153846,22.9571549094931,7.46153846153846,31,42,34,0,920108,NA,2,2,0,2,"S",920114,8,279,2,"0279M02","516","4653",91,215,"2","2","3","3","16",16,4,5,9,1,"70",15,21,0,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,20,NA,NA,NA,NA,NA,NA,NA,NA,21,37,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,"2",1,1,NA,0,NA,0,4,NA,NA,"01",60,NA,"7.50",NA,"IFN2",20,215,21,"19920108",1992,11
"20461","42_37","21",231742.5625,1973.5212943395,21,NA,NA,231742.5625,NA,NA,1973.5212943395,NA,NA,23384.6357884922,14101.1279579419,23.17425625,1973.5212943395,0,1273.23954473516,572.957795130823,127.323954473516,0,0,0,0,0,11.8491935483871,7.14516129032258,12.2274825963958,8.75,35,42,37,0,920108,NA,32,5,2,1,"S",920115,0,279,2,"0279M04","519","4653",91,215,"2","2","3","3","16",16,4,5,9,1,"70",70,21,0,9,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,25,NA,NA,NA,NA,NA,NA,NA,NA,21,71,78,NA,NA,NA,NA,2,1,"W","15",NA,NA,NA,"2",1,1,NA,0,NA,0,0,NA,NA,"01",145,NA,"10.75",NA,"IFN2",25,215,21,"19920108",1992,12
"20471","42_40","21",175647.270833333,721.502408683259,21,NA,NA,175647.270833333,NA,NA,721.502408683259,NA,NA,12209.4830398819,8111.59693291693,17.5647270833333,721.502408683259,0,127.323954473516,254.647908947033,254.647908947033,84.8826363156775,0,0,0,0,16.9223039215686,11.2426470588235,17.6058448266144,12.5,38,42,40,0,920108,NA,23,4,2,2,"S",920114,8,279,2,"0279M02","514","4652",91,215,"2","2","3","3","14",15,2,5,9,1,"70",70,21,0,9,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,23,NA,NA,NA,NA,NA,NA,NA,NA,21,71,65,57,NA,NA,NA,2,1,"W","19",NA,NA,NA,"1",1,2,NA,0,3,4,0,NA,"P710","P407",25,NA,"8.50",NA,"IFN2",23,215,21,"19920108",1992,11
"20476","42_43","21",453926.541666667,705.37470778328,21,NA,NA,453926.541666667,NA,NA,705.37470778328,NA,NA,19556.1105807689,12927.2010976961,45.3926541666667,705.37470778328,0,0,63.6619772367581,141.471060526129,113.176848420903,183.912378683968,155.618166578742,42.4413181578388,5.09295817894065,27.7244283995187,18.326714801444,28.6244997959439,19.7717391304348,41,42,43,0,920108,NA,43,6,0,1,"S",920114,8,279,2,"0279M03","517","4652",91,215,"2","2","3","3","14",14,3,4,9,1,"70",85,21,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,71,65,NA,NA,NA,NA,2,1,"W","19",NA,NA,NA,"1",1,3,NA,0,NA,0,0,NA,NA,"P410",346,NA,"4.75",NA,"IFN2",49,215,21,"19920108",1992,11
"20477","42_44","21",502029.826388889,1248.48210914309,21,NA,NA,502029.826388889,NA,NA,1248.48210914309,NA,NA,27727.0899913417,19942.1143694145,50.2029826388889,1248.48210914309,0,0,190.985931710274,491.611935328299,452.707393683613,99.0297423682904,14.1471060526129,0,0,22.2086402266289,15.9730878186969,22.6270875737022,18.1875,42,42,44,0,920108,NA,62,4,0,1,"S",920114,8,279,2,"0279M03","518","4652",91,215,"2","2","3","3","15",15,4,4,9,1,"70",75,21,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,65,NA,NA,NA,NA,NA,NA,NA,NA,21,71,37,65,NA,NA,NA,2,2,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,3,4,NA,NA,"G410",332,NA,"6.00",NA,"IFN2",65,215,21,"19920108",1992,11
"20484","42_46","21",298692.090277778,657.840431446501,21,NA,NA,298692.090277778,NA,NA,657.840431446501,NA,NA,15338.8228987199,7121.29950923403,29.8692090277778,657.840431446501,0,0,95.4929658551372,222.816920328653,183.912378683968,84.8826363156775,70.7355302630646,0,0,23.316935483871,10.8252688172043,24.0439955730798,12.4375,43,42,46,0,920108,NA,34,5,1,2,"S",920114,8,279,2,"0279M04","520","4652",91,215,"2","2","3","3","17",17,4,4,9,1,"70",60,21,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,2,1,"W","15",NA,NA,NA,"2",1,1,NA,0,NA,0,4,NA,NA,"M410",75,NA,"5.00",NA,"IFN2",4,215,21,"19920108",1992,11
"20485","42_502","21",4726.5625,31.8309886183791,21,NA,NA,4726.5625,NA,NA,31.8309886183791,NA,NA,437.676093502712,143.239448782706,0.47265625,31.8309886183791,0,0,31.8309886183791,0,0,0,0,0,0,13.75,4.5,13.75,4.5,918,42,502,NA,920113,1,1,1,2,4,"S",920122,1,317,2,"0317J09","530","4649",91,174,"1","1","3","3","16",16,5,5,9,1,"10",25,21,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15,65,NA,NA,NA,NA,2,2,"W","19",NA,NA,NA,"1",1,1,NA,1,NA,0,0,NA,NA,"01",107,NA,"8.00",NA,"IFN2",9,174,21,"19920113",1992,11
"20486","42_503","21",108187.125,1145.91559026165,21,NA,NA,108187.125,NA,NA,1145.91559026165,NA,NA,12445.9165497862,5379.43707650606,10.8187125,1145.91559026165,0,1018.59163578813,127.323954473516,0,0,0,0,0,0,10.8611111111111,4.69444444444444,10.963937096986,4.75,919,42,503,NA,920113,1,12,4,3,4,"S",920122,1,317,2,"0317J09","531","4649",91,174,"1","1","3","3","15",15,4,4,9,1,"10",60,21,0,9,1,2,NA,15,NA,1,NA,2,NA,NA,NA,NA,NA,NA,21,3,1,NA,15,3,6,NA,NA,NA,NA,NA,21,15,65,37,NA,NA,NA,3,1,"W","20",NA,NA,NA,"1",1,2,NA,1,NA,0,0,NA,NA,"01",168,NA,"6.00",NA,"IFN2",14,174,21,"19920113",1992,11
"20487","42_505","21",92009.75,1082.25361302489,21,NA,NA,92009.75,NA,NA,1082.25361302489,NA,NA,11185.4094004984,4774.64829275686,9.200975,1082.25361302489,0,1018.59163578813,63.6619772367581,0,0,0,0,0,0,10.3352941176471,4.41176470588235,10.4041705438676,4.33333333333333,2434,42,505,NA,921218,1,10,4,1,3,"S",921222,3,317,2,"0317J10","533","4649",91,174,"1","1","3","3","16",16,4,4,9,1,"10",50,21,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,2,1,"W","20",NA,NA,NA,"1",1,1,NA,1,NA,0,0,NA,NA,"01",194,NA,"5.00",NA,"IFN2",14,174,21,"19921218",1992,11
"20488","42_506","21",150193.3125,1496.05646506382,21,NA,NA,150193.3125,NA,NA,1496.05646506382,NA,NA,16496.4098514749,7416.62034808232,15.01933125,1496.05646506382,0,1177.74657888003,318.309886183791,0,0,0,0,0,0,11.0265957446808,4.95744680851064,11.3059318830727,5.375,921,42,506,NA,920113,1,20,4,1,4,"S",920122,1,317,2,"0317J10","534","4649",91,174,"1","1","3","3","15",15,3,4,9,1,"10",60,21,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15,NA,NA,NA,NA,NA,3,1,"W","20",NA,NA,NA,"1",1,1,NA,1,NA,0,0,NA,NA,"01",248,NA,"5.25",NA,"IFN2",19,174,21,"19920113",1992,11
"20489","42_521","21",7832.25,127.323954473516,21,NA,NA,7832.25,NA,NA,127.323954473516,NA,NA,1126.81699709062,509.295817894065,0.783225,127.323954473516,0,127.323954473516,0,0,0,0,0,0,0,8.85,4,8.85,4,936,42,521,NA,920113,2,1,1,3,4,"S",920122,1,317,2,"0317J09","531","4648",91,174,"1","1","3","3","13",13,3,3,9,1,"10",30,21,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15,65,37,57,NA,NA,2,1,"W","20",NA,NA,NA,"1",1,2,NA,1,NA,0,0,NA,NA,"01",140,NA,"2.75",NA,"IFN2",9,174,21,"19920113",1992,11
"20490","42_522","21",104445,891.267681314614,21,NA,NA,104445,NA,NA,891.267681314614,NA,NA,10676.1135826043,4551.83137242821,10.4445,891.267681314614,0,509.295817894065,350.14087480217,31.8309886183791,0,0,0,0,0,11.9785714285714,5.10714285714286,12.2150375708445,5.5,937,42,522,NA,920113,2,16,4,4,3,"S",920122,1,317,2,"0317J10","532","4648",91,174,"1","1","3","3","14",13,4,3,9,1,"10",50,21,0,9,1,2,NA,37,NA,1,NA,2,NA,NA,NA,NA,NA,NA,21,3,1,NA,37,3,6,NA,NA,NA,NA,NA,21,37,65,15,NA,NA,NA,2,1,"W","19",NA,NA,NA,"1",1,3,NA,1,NA,0,0,NA,NA,"01",246,NA,"4.00",NA,"IFN2",14,174,21,"19920113",1992,11
"20491","42_532","21",5005.5625,31.8309886183791,21,NA,NA,5005.5625,NA,NA,31.8309886183791,NA,NA,450.408488950064,222.816920328653,0.50055625,31.8309886183791,0,0,31.8309886183791,0,0,0,0,0,0,14.15,7,14.15,7,946,42,532,NA,920113,2,1,1,2,2,"S",920121,1,317,2,"0317J04","520","4647",91,215,"2","2","3","3","15",15,4,4,9,1,"70",5,21,0,9,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,43,15,NA,NA,NA,NA,2,1,"W","17",NA,NA,NA,"3",1,3,NA,3,NA,0,1,NA,"P204","G409",223,NA,"5.00",NA,"IFN2",3,215,21,"19920113",1992,12
"20492","42_533","21",287720.8,1297.57256714566,21,NA,NA,287720.8,NA,NA,1297.57256714566,NA,NA,20801.8057100197,12705.0207971398,28.77208,1297.57256714566,0,254.647908947033,700.281749604339,190.985931710274,127.323954473516,14.1471060526129,0,0,10.1859163578813,16.0313235935456,9.79137592673354,16.8025370335313,11.6502590673575,947,42,533,NA,920113,2,42,5,1,2,"S",920121,1,317,2,"0317J05","521","4647",91,215,"2","2","3","3","16",16,3,3,9,1,"70",80,21,0,0,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,43,NA,NA,NA,NA,NA,2,2,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,0,0,NA,NA,"01",238,NA,"4.00",NA,"IFN2",23,215,21,"19920113",1992,12
"20493","42_536","21",4455.5625,31.8309886183791,21,NA,NA,4455.5625,NA,NA,31.8309886183791,NA,NA,424.943698055361,143.239448782706,0.44555625,31.8309886183791,0,0,31.8309886183791,0,0,0,0,0,0,13.35,4.5,13.35,4.5,950,42,536,NA,920113,2,1,1,1,2,"S",920121,1,317,2,"0317J08","528","4647",91,174,"1","1","3","3","18",18,3,3,9,1,"10",20,21,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,2,1,"W","20",NA,NA,NA,"1",1,1,NA,1,NA,0,0,NA,NA,"G913",63,NA,"2.75",NA,"IFN2",13,174,21,"19920113",1992,12
"20494","42_547","21",654084.118055556,2447.44934710204,21,NA,NA,654084.118055556,NA,NA,2447.44934710204,NA,NA,42155.016099099,33991.9590679157,65.4084118055555,2447.44934710204,0,795.774715459477,572.957795130823,555.273912565057,325.383439210097,155.618166578742,42.4413181578388,0,0,17.2240606936416,13.8887283236994,18.446543706369,16.1875,960,42,547,NA,920113,2,80,4,0,0,"S",920121,1,317,2,"0317J04","519","4646",91,215,"2","2","3","3","12",12,4,4,9,1,"70",90,21,0,9,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,54,NA,NA,NA,NA,NA,NA,NA,NA,21,43,15,NA,NA,NA,NA,2,2,"W","18",NA,NA,NA,"1",1,3,NA,0,NA,0,0,NA,NA,"P902",280,NA,"4.75",NA,"IFN2",54,215,21,"19920113",1992,12
"20496","42_548","21",59701.5,1018.59163578813,21,NA,NA,59701.5,NA,NA,1018.59163578813,NA,NA,8772.62046322527,5092.95817894065,5.97015,1018.59163578813,0,1018.59163578813,0,0,0,0,0,0,0,8.6125,5,8.63868479573135,5,961,42,548,NA,920113,2,8,4,3,1,"S",920121,1,317,2,"0317J04","520","4646",91,215,"2","2","3","3","13",13,4,4,9,1,"70",70,21,0,9,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,1,1,15,NA,NA,NA,NA,NA,NA,NA,NA,21,43,57,NA,NA,NA,NA,2,1,"W","14",NA,NA,NA,"3",1,3,NA,1,NA,0,0,NA,NA,"01",70,NA,"5.75",NA,"IFN2",15,215,21,"19920113",1992,12
"20498","42_550","21",117233.924722222,150.100795218223,21,NA,NA,117233.924722222,NA,NA,150.100795218223,NA,NA,4599.3161338938,2332.2211683035,11.7233924722222,150.100795218223,0,0,0,31.8309886183791,0,56.5884242104517,42.4413181578388,14.1471060526129,5.09295817894065,30.6415174363808,15.5377002827521,31.5348097312785,16.3695652173913,963,42,550,NA,920113,2,10,6,1,1,"S",920121,1,317,2,"0317J05","522","4646",91,215,"2","2","3","3","17",17,3,3,9,1,"70",25,21,0,0,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,2,1,57,NA,NA,NA,NA,NA,NA,NA,NA,21,37,NA,NA,NA,NA,NA,2,2,"W","20",NA,NA,NA,"1",1,1,NA,0,NA,0,2,NA,"M410","P914",80,NA,"3.75",NA,"IFN2",57,215,21,"19920113",1992,12
"20499","42_554","21",39223.5625,318.309886183791,21,NA,NA,39223.5625,NA,NA,318.309886183791,NA,NA,3916.80314949154,1591.54943091895,3.92235625,318.309886183791,0,254.647908947033,31.8309886183791,31.8309886183791,0,0,0,0,0,12.305,5,12.525743490907,5,967,42,554,NA,920113,2,4,4,0,4,"S",920121,1,317,2,"0317J08","529","4646",91,174,"1","1","3","3","16",16,3,3,9,1,"10",60,21,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,43,NA,NA,NA,NA,NA,2,1,"W","20",NA,NA,NA,"1",1,1,NA,1,NA,0,0,NA,NA,"01",222,NA,"3.50",NA,"IFN2",18,174,21,"19920113",1992,12
"20500","42_555","21",59821.875,668.45076098596,21,NA,NA,59821.875,NA,NA,668.45076098596,NA,NA,7079.21186872751,2960.28194150925,5.9821875,668.45076098596,0,541.126806512444,127.323954473516,0,0,0,0,0,0,10.5904761904762,4.42857142857143,10.6745692452402,4.75,968,42,555,NA,920113,2,9,4,1,3,"S",920121,1,317,2,"0317J09","530","4646",91,174,"3","3","3","3","16",16,4,4,9,1,"10",50,21,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,15,NA,NA,NA,NA,NA,2,1,"W","20",NA,NA,NA,"1",1,1,NA,1,NA,0,0,NA,NA,"01",150,NA,"5.25",NA,"IFN2",14,174,21,"19920113",1992,11
