"","Provincia","Estadillo","TREE_ID_IFN2","rumbo","distancia","specie","dbh_1","dbh_2","height","quality","shape","special_param","INVENTORY_ID","PLOT_ID","TREE_ID","IFN_TREE_ID","dbh","expan","basal_area"
"741922",42,1438,21,213,"",26,230,237,8.5,2,2,"","IFN2","42_1438","42_1438_21","IFN2_42_1438_21",23.35,14.1471060526129,428.216750142965
"741923",42,1438,22,214,"",26,259,254,9,2,2,"","IFN2","42_1438","42_1438_22","IFN2_42_1438_22",25.65,14.1471060526129,516.731123157858
"741924",42,1438,23,223,"",26,225,234,8,2,2,"","IFN2","42_1438","42_1438_23","IFN2_42_1438_23",22.95,14.1471060526129,413.671176156844
"741925",42,1438,24,234,"",26,256,250,9,2,2,"","IFN2","42_1438","42_1438_24","IFN2_42_1438_24",25.3,14.1471060526129,502.725510409073
"741926",42,1438,25,244,"",26,232,231,8,2,2,"","IFN2","42_1438","42_1438_25","IFN2_42_1438_25",23.15,14.1471060526129,420.912547223369
"741927",42,1438,26,260,"",26,213,204,8,2,2,"","IFN2","42_1438","42_1438_26","IFN2_42_1438_26",20.85,31.8309886183791,341.430253087547
"741928",42,1438,27,261,"",26,232,234,8.5,2,2,"","IFN2","42_1438","42_1438_27","IFN2_42_1438_27",23.3,14.1471060526129,426.384808926841
"741929",42,1438,28,262,"",26,211,200,8.5,2,2,"","IFN2","42_1438","42_1438_28","IFN2_42_1438_28",20.55,31.8309886183791,331.675607898151
"741930",42,1438,29,280,"",26,272,265,9,2,2,"","IFN2","42_1438","42_1438_29","IFN2_42_1438_29",26.85,14.1471060526129,566.211207451897
"741931",42,1438,3,29,"",26,203,205,8,2,2,"","IFN2","42_1438","42_1438_3","IFN2_42_1438_3",20.4,31.8309886183791,326.851299679482
"741932",42,1438,30,303,"",26,162,166,7.5,2,2,"","IFN2","42_1438","42_1438_30","IFN2_42_1438_30",16.4,31.8309886183791,211.240690027378
"741933",42,1438,31,313,"",26,243,234,9.5,2,2,"","IFN2","42_1438","42_1438_31","IFN2_42_1438_31",23.85,14.1471060526129,446.752146799145
"741934",42,1438,32,314,"",26,188,188,8,2,2,"","IFN2","42_1438","42_1438_32","IFN2_42_1438_32",18.8,31.8309886183791,277.591126871194
"741935",42,1438,33,330,"",26,220,213,8.5,2,2,"","IFN2","42_1438","42_1438_33","IFN2_42_1438_33",21.65,31.8309886183791,368.13379064306
"741936",42,1438,34,331,"",26,293,287,10,2,2,"","IFN2","42_1438","42_1438_34","IFN2_42_1438_34",29,14.1471060526129,660.519855417254
"741937",42,1438,35,335,"",26,236,239,8.5,2,2,"","IFN2","42_1438","42_1438_35","IFN2_42_1438_35",23.75,14.1471060526129,443.013651541373
"741938",42,1438,36,347,"",26,250,249,10,2,2,"","IFN2","42_1438","42_1438_36","IFN2_42_1438_36",24.95,14.1471060526129,488.91232021032
"741939",42,1438,37,360,"",26,192,199,8,2,2,"","IFN2","42_1438","42_1438_37","IFN2_42_1438_37",19.55,31.8309886183791,300.181141545913
"741940",42,1438,38,362,"",26,207,222,8,2,2,"","IFN2","42_1438","42_1438_38","IFN2_42_1438_38",21.45,31.8309886183791,361.363658474574
"741941",42,1438,39,369,"",26,278,276,10.5,2,2,"","IFN2","42_1438","42_1438_39","IFN2_42_1438_39",27.7,14.1471060526129,602.628156793228
"741942",42,1438,4,36,"",26,246,242,9,2,2,"","IFN2","42_1438","42_1438_4","IFN2_42_1438_4",24.4,14.1471060526129,467.594650560305
"741943",42,1438,40,370,"",26,235,239,9,2,2,"","IFN2","42_1438","42_1438_40","IFN2_42_1438_40",23.7,14.1471060526129,441.150294398713
"741944",42,1438,5,52,"",26,197,195,7,2,2,"","IFN2","42_1438","42_1438_5","IFN2_42_1438_5",19.6,31.8309886183791,301.718558450764
"741945",42,1438,6,70,"",26,164,165,6,2,2,"","IFN2","42_1438","42_1438_6","IFN2_42_1438_6",16.45,31.8309886183791,212.530706510758
"741946",42,1438,7,81,"",26,155,159,5.5,2,2,"","IFN2","42_1438","42_1438_7","IFN2_42_1438_7",15.7,31.8309886183791,193.592793295837
"741947",42,1438,8,82,"",26,136,144,6,2,2,"","IFN2","42_1438","42_1438_8","IFN2_42_1438_8",14,31.8309886183791,153.9380400259
"741948",42,1438,9,86,"",26,215,223,8,2,2,"","IFN2","42_1438","42_1438_9","IFN2_42_1438_9",21.9,31.8309886183791,376.68481314705
"742994",42,1596,1,6,"",26,278,275,14.5,2,2,"","IFN2","42_1596","42_1596_1","IFN2_42_1596_1",27.65,14.1471060526129,600.454567376026
"742995",42,1596,10,90,"",26,301,302,12.5,2,2,"","IFN2","42_1596","42_1596_10","IFN2_42_1596_10",30.15,14.1471060526129,713.944601986957
"742996",42,1596,11,102,"",26,278,262,12.5,2,2,"","IFN2","42_1596","42_1596_11","IFN2_42_1596_11",27,14.1471060526129,572.55526111674
"742997",42,1596,12,106,"",26,257,249,12,2,2,"","IFN2","42_1596","42_1596_12","IFN2_42_1596_12",25.3,14.1471060526129,502.725510409073
"742998",42,1596,13,110,"",26,275,245,12,2,2,"","IFN2","42_1596","42_1596_13","IFN2_42_1596_13",26,14.1471060526129,530.929158456675
"742999",42,1596,14,111,"",26,241,238,11,2,2,"","IFN2","42_1596","42_1596_14","IFN2_42_1596_14",23.95,14.1471060526129,450.506350020185
"743000",42,1596,15,116,"",26,322,307,10.5,2,2,"","IFN2","42_1596","42_1596_15","IFN2_42_1596_15",31.45,14.1471060526129,776.839286911825
"743001",42,1596,16,133,"",26,332,337,12,2,2,"","IFN2","42_1596","42_1596_16","IFN2_42_1596_16",33.45,14.1471060526129,878.783968520813
"743002",42,1596,17,140,"",26,224,219,12,2,2,"","IFN2","42_1596","42_1596_17","IFN2_42_1596_17",22.15,31.8309886183791,385.334010421465
"743003",42,1596,18,143,"",26,308,297,12.5,2,2,"","IFN2","42_1596","42_1596_18","IFN2_42_1596_18",30.25,14.1471060526129,718.688406893878
"743004",42,1596,19,146,"",26,223,228,12.5,2,2,"","IFN2","42_1596","42_1596_19","IFN2_42_1596_19",22.55,14.1471060526129,399.376929583011
"743005",42,1596,2,18,"",26,270,258,13.5,2,2,"","IFN2","42_1596","42_1596_2","IFN2_42_1596_2",26.4,14.1471060526129,547.391103961485
"743006",42,1596,20,160,"",26,295,287,13,2,2,"","IFN2","42_1596","42_1596_20","IFN2_42_1596_20",29.1,14.1471060526129,665.083018746593
"743007",42,1596,21,164,"",26,342,352,14,2,2,"","IFN2","42_1596","42_1596_21","IFN2_42_1596_21",34.7,14.1471060526129,945.690074565234
"743008",42,1596,22,170,"",26,314,303,12,2,2,"","IFN2","42_1596","42_1596_22","IFN2_42_1596_22",30.85,14.1471060526129,747.481103564028
"743009",42,1596,23,171,"",26,296,295,13,2,2,"","IFN2","42_1596","42_1596_23","IFN2_42_1596_23",29.55,14.1471060526129,685.81163977406
"743010",42,1596,24,176,"",26,332,345,14,2,2,"","IFN2","42_1596","42_1596_24","IFN2_42_1596_24",33.85,14.1471060526129,899.926887079473
"743011",42,1596,25,185,"",26,317,322,13.5,2,2,"","IFN2","42_1596","42_1596_25","IFN2_42_1596_25",31.95,14.1471060526129,801.736408691524
"743012",42,1596,26,186,"",26,273,267,12,2,2,"","IFN2","42_1596","42_1596_26","IFN2_42_1596_26",27,14.1471060526129,572.55526111674
"743013",42,1596,27,186,"",26,234,243,11.5,2,2,"","IFN2","42_1596","42_1596_27","IFN2_42_1596_27",23.85,14.1471060526129,446.752146799145
"743014",42,1596,28,198,"",26,286,299,16,2,2,"","IFN2","42_1596","42_1596_28","IFN2_42_1596_28",29.25,14.1471060526129,671.957216171729
"743015",42,1596,29,212,"",26,241,243,12.5,2,2,"","IFN2","42_1596","42_1596_29","IFN2_42_1596_29",24.2,14.1471060526129,459.960580412082
"743016",42,1596,3,24,"",26,285,274,12.5,2,2,"","IFN2","42_1596","42_1596_3","IFN2_42_1596_3",27.95,14.1471060526129,613.555008741495
"743017",42,1596,30,220,"",26,299,289,12.5,2,2,"","IFN2","42_1596","42_1596_30","IFN2_42_1596_30",29.4,14.1471060526129,678.866756514218
"743018",42,1596,31,228,"",26,257,265,13,2,2,"","IFN2","42_1596","42_1596_31","IFN2_42_1596_31",26.1,14.1471060526129,535.021082887976
"743019",42,1596,32,238,"",26,320,321,13.5,2,2,"","IFN2","42_1596","42_1596_32","IFN2_42_1596_32",32.05,14.1471060526129,806.762956937267
"743020",42,1596,33,242,"",26,243,247,12.5,2,2,"","IFN2","42_1596","42_1596_33","IFN2_42_1596_33",24.5,14.1471060526129,471.435247579318
"743021",42,1596,34,263,"",26,189,195,11,6,2,"","IFN2","42_1596","42_1596_34","IFN2_42_1596_34",19.2,31.8309886183791,289.529178954835
"743022",42,1596,35,267,"",26,302,336,14,2,2,"","IFN2","42_1596","42_1596_35","IFN2_42_1596_35",31.9,14.1471060526129,799.229025054877
"743023",42,1596,36,268,"",26,227,228,12.5,2,2,"","IFN2","42_1596","42_1596_36","IFN2_42_1596_36",22.75,14.1471060526129,406.492636943392
"743024",42,1596,37,293,"",26,280,257,12,2,2,"","IFN2","42_1596","42_1596_37","IFN2_42_1596_37",26.85,14.1471060526129,566.211207451897
"743025",42,1596,38,305,"",26,280,269,14,2,2,"","IFN2","42_1596","42_1596_38","IFN2_42_1596_38",27.45,14.1471060526129,591.799479615386
"743026",42,1596,39,316,"",26,258,255,13,2,2,"","IFN2","42_1596","42_1596_39","IFN2_42_1596_39",25.65,14.1471060526129,516.731123157858
"743027",42,1596,4,25,"",26,231,236,13.5,2,2,"","IFN2","42_1596","42_1596_4","IFN2_42_1596_4",23.35,14.1471060526129,428.216750142965
"743028",42,1596,40,316,"",26,256,258,13.5,2,2,"","IFN2","42_1596","42_1596_40","IFN2_42_1596_40",25.7,14.1471060526129,518.747632942381
"743029",42,1596,41,323,"",26,325,310,14.5,2,2,"","IFN2","42_1596","42_1596_41","IFN2_42_1596_41",31.75,14.1471060526129,791.73043608984
"743030",42,1596,42,333,"",26,267,273,14,6,2,"","IFN2","42_1596","42_1596_42","IFN2_42_1596_42",27,14.1471060526129,572.55526111674
"743031",42,1596,43,333,"",26,255,257,14,2,2,"","IFN2","42_1596","42_1596_43","IFN2_42_1596_43",25.6,14.1471060526129,514.718540364152
"743032",42,1596,44,345,"",26,261,263,13.5,2,2,"","IFN2","42_1596","42_1596_44","IFN2_42_1596_44",26.2,14.1471060526129,539.128715282544
"743033",42,1596,45,347,"",26,274,291,14.5,2,2,"","IFN2","42_1596","42_1596_45","IFN2_42_1596_45",28.25,14.1471060526129,626.796821776376
"743034",42,1596,46,364,"",26,255,255,14,2,2,"","IFN2","42_1596","42_1596_46","IFN2_42_1596_46",25.5,14.1471060526129,510.705155749191
"743035",42,1596,47,368,"",26,239,255,14,2,2,"","IFN2","42_1596","42_1596_47","IFN2_42_1596_47",24.7,14.1471060526129,479.163565507149
"743036",42,1596,48,372,"",26,197,212,13.5,2,2,"","IFN2","42_1596","42_1596_48","IFN2_42_1596_48",20.45,31.8309886183791,328.455475428221
"743037",42,1596,49,373,"",26,234,235,13.5,2,2,"","IFN2","42_1596","42_1596_49","IFN2_42_1596_49",23.45,14.1471060526129,431.892413547665
"743038",42,1596,5,45,"",26,337,326,14.5,2,2,"","IFN2","42_1596","42_1596_5","IFN2_42_1596_5",33.15,14.1471060526129,863.091713216132
"743039",42,1596,50,383,"",26,327,329,14.5,2,2,"","IFN2","42_1596","42_1596_50","IFN2_42_1596_50",32.8,14.1471060526129,844.962760109511
"743040",42,1596,51,385,"",26,317,330,14.5,2,2,"","IFN2","42_1596","42_1596_51","IFN2_42_1596_51",32.35,14.1471060526129,821.936849454106
"743041",42,1596,52,387,"",26,259,258,14,2,2,"","IFN2","42_1596","42_1596_52","IFN2_42_1596_52",25.85,14.1471060526129,524.820724240851
"743042",42,1596,53,392,"",26,301,313,14.5,2,2,"","IFN2","42_1596","42_1596_53","IFN2_42_1596_53",30.7,14.1471060526129,740.229915020461
"743043",42,1596,54,398,"",26,281,285,14,2,2,"","IFN2","42_1596","42_1596_54","IFN2_42_1596_54",28.3,14.1471060526129,629.017535083382
"743044",42,1596,55,399,"",26,324,321,14,2,2,"","IFN2","42_1596","42_1596_55","IFN2_42_1596_55",32.25,14.1471060526129,816.863177318559
"743045",42,1596,6,58,"",26,294,292,13.5,2,2,"","IFN2","42_1596","42_1596_6","IFN2_42_1596_6",29.3,14.1471060526129,674.256469295075
"743046",42,1596,7,62,"",26,313,297,14,2,2,"","IFN2","42_1596","42_1596_7","IFN2_42_1596_7",30.5,14.1471060526129,730.616641500476
"743047",42,1596,8,74,"",26,332,319,13,2,2,"","IFN2","42_1596","42_1596_8","IFN2_42_1596_8",32.55,14.1471060526129,832.131317615005
"743048",42,1596,9,87,"",26,272,264,13,2,2,"","IFN2","42_1596","42_1596_9","IFN2_42_1596_9",26.8,14.1471060526129,564.104376878583
"743091",42,1599,1,57,"",26,89,88,3.5,2,3,"","IFN2","42_1599","42_1599_1","IFN2_42_1599_1",8.85,127.323954473516,61.5143476526966
"743092",42,1599,2,173,"",26,88,85,4,2,3,"","IFN2","42_1599","42_1599_2","IFN2_42_1599_2",8.65,127.323954473516,58.7654540808056
"743093",42,1599,3,351,"",26,77,75,3,2,5,"","IFN2","42_1599","42_1599_3","IFN2_42_1599_3",7.6,127.323954473516,45.3645979178366
"743094",42,1600,1,0,"",26,117,117,4.5,2,3,"","IFN2","42_1600","42_1600_1","IFN2_42_1600_1",11.7,127.323954473516,107.513154587477
"743095",42,1600,2,14,"",26,152,157,5,2,3,"","IFN2","42_1600","42_1600_2","IFN2_42_1600_2",15.45,31.8309886183791,187.476505098379
"743096",42,1600,3,60,"",26,151,148,5,2,3,"","IFN2","42_1600","42_1600_3","IFN2_42_1600_3",14.95,31.8309886183791,175.538453014738
"743097",42,1600,4,74,"",26,108,105,4,3,5,"","IFN2","42_1600","42_1600_4","IFN2_42_1600_4",10.65,127.323954473516,89.0818231879471
"743098",42,1600,5,122,"",26,113,109,4,2,3,"","IFN2","42_1600","42_1600_5","IFN2_42_1600_5",11.1,127.323954473516,96.7689077121996
"743099",42,1600,6,142,"",26,143,140,5,3,3,"","IFN2","42_1600","42_1600_6","IFN2_42_1600_6",14.15,31.8309886183791,157.254383770846
"743100",42,1600,7,146,"",26,122,121,4.5,2,3,"","IFN2","42_1600","42_1600_7","IFN2_42_1600_7",12.15,127.323954473516,115.94244037614
"743101",42,1600,8,204,"",26,125,128,4,2,3,"","IFN2","42_1600","42_1600_8","IFN2_42_1600_8",12.65,31.8309886183791,125.681377602268
"743102",42,1600,9,366,"",26,103,98,4,2,3,"","IFN2","42_1600","42_1600_9","IFN2_42_1600_9",10.05,127.323954473516,79.3271779985508
"743103",42,1601,1,14,"",26,105,99,4.5,2,3,"","IFN2","42_1601","42_1601_1","IFN2_42_1601_1",10.2,127.323954473516,81.7128249198705
"743104",42,1601,2,26,"",26,79,79,3.5,2,3,"","IFN2","42_1601","42_1601_2","IFN2_42_1601_2",7.9,127.323954473516,49.0166993776348
"743114",42,1605,1,2,"",26,159,167,5.5,2,3,"","IFN2","42_1605","42_1605_1","IFN2_42_1605_1",16.3,31.8309886183791,208.672438033068
"743115",42,1605,10,132,"",26,195,183,6.5,2,2,"","IFN2","42_1605","42_1605_10","IFN2_42_1605_10",18.9,31.8309886183791,280.552077947202
"743116",42,1605,11,132,"",26,181,180,7,2,2,"","IFN2","42_1605","42_1605_11","IFN2_42_1605_11",18.05,31.8309886183791,255.884685130297
"743117",42,1605,12,149,"",26,191,185,6.5,2,2,"","IFN2","42_1605","42_1605_12","IFN2_42_1605_12",18.8,31.8309886183791,277.591126871194
"743118",42,1605,13,160,"",26,136,135,5.5,2,3,"","IFN2","42_1605","42_1605_13","IFN2_42_1605_13",13.55,31.8309886183791,144.20106629518
"743119",42,1605,14,168,"",26,155,156,5,2,3,"","IFN2","42_1605","42_1605_14","IFN2_42_1605_14",15.55,31.8309886183791,189.911239404911
"743120",42,1605,15,199,"",26,113,114,4,2,3,"","IFN2","42_1605","42_1605_15","IFN2_42_1605_15",11.35,127.323954473516,101.176954904268
"743121",42,1605,16,205,"",26,167,180,6,2,2,"","IFN2","42_1605","42_1605_16","IFN2_42_1605_16",17.35,31.8309886183791,236.422518641308
"743122",42,1605,17,264,"",26,136,135,5.5,2,3,"","IFN2","42_1605","42_1605_17","IFN2_42_1605_17",13.55,31.8309886183791,144.20106629518
"743123",42,1605,18,275,"",26,130,125,4.5,2,3,"","IFN2","42_1605","42_1605_18","IFN2_42_1605_18",12.75,31.8309886183791,127.676288937298
"743124",42,1605,19,294,"",26,134,135,5,2,3,"","IFN2","42_1605","42_1605_19","IFN2_42_1605_19",13.45,31.8309886183791,142.080491254007
"743125",42,1605,2,36,"",26,123,127,4.5,2,3,"","IFN2","42_1605","42_1605_2","IFN2_42_1605_2",12.5,31.8309886183791,122.718463030851
"743126",42,1605,20,315,"",26,106,106,5.5,2,3,"","IFN2","42_1605","42_1605_20","IFN2_42_1605_20",10.6,127.323954473516,88.2473376393373
"743127",42,1605,21,321,"",26,154,151,6,2,3,"","IFN2","42_1605","42_1605_21","IFN2_42_1605_21",15.25,31.8309886183791,182.654160375119
"743128",42,1605,22,357,"",26,79,81,4,2,3,"","IFN2","42_1605","42_1605_22","IFN2_42_1605_22",8,127.323954473516,50.2654824574367
"743129",42,1605,23,371,"",26,128,125,4.5,2,3,"","IFN2","42_1605","42_1605_23","IFN2_42_1605_23",12.65,31.8309886183791,125.681377602268
"743130",42,1605,24,380,"",26,82,84,4.5,2,3,"","IFN2","42_1605","42_1605_24","IFN2_42_1605_24",8.3,127.323954473516,54.1060794764502
"743131",42,1605,25,389,"",26,178,185,6.5,2,2,"","IFN2","42_1605","42_1605_25","IFN2_42_1605_25",18.15,31.8309886183791,258.727826481796
"743132",42,1605,3,42,"",26,172,176,7,2,2,"","IFN2","42_1605","42_1605_3","IFN2_42_1605_3",17.4,31.8309886183791,237.787147950211
"743133",42,1605,4,45,"",26,152,153,5.5,2,3,"","IFN2","42_1605","42_1605_4","IFN2_42_1605_4",15.25,31.8309886183791,182.654160375119
"743134",42,1605,5,65,"",26,79,82,4,2,3,"","IFN2","42_1605","42_1605_5","IFN2_42_1605_5",8.05,127.323954473516,50.8957644835631
"743135",42,1605,6,67,"",26,92,89,4.5,2,3,"","IFN2","42_1605","42_1605_6","IFN2_42_1605_6",9.05,127.323954473516,64.3260730776595
"743136",42,1605,7,67,"",26,87,85,4,2,3,"","IFN2","42_1605","42_1605_7","IFN2_42_1605_7",8.6,127.323954473516,58.0880481648753
"743137",42,1605,8,98,"",26,162,156,5,2,3,"","IFN2","42_1605","42_1605_8","IFN2_42_1605_8",15.9,31.8309886183791,198.556509688509
"743138",42,1605,9,113,"",26,142,129,5.5,2,3,"","IFN2","42_1605","42_1605_9","IFN2_42_1605_9",13.55,31.8309886183791,144.20106629518
"743139",42,1606,1,48,"",26,78,78,2.5,2,3,"","IFN2","42_1606","42_1606_1","IFN2_42_1606_1",7.8,127.323954473516,47.7836242611007
"743187",42,1616,1,8,"",26,202,203,9,2,2,"","IFN2","42_1616","42_1616_1","IFN2_42_1616_1",20.25,31.8309886183791,322.062334378166
"743188",42,1616,10,92,"",26,136,131,7.5,2,2,"","IFN2","42_1616","42_1616_10","IFN2_42_1616_10",13.35,31.8309886183791,139.975624176102
"743189",42,1616,11,100,"",26,134,135,8,2,2,"","IFN2","42_1616","42_1616_11","IFN2_42_1616_11",13.45,31.8309886183791,142.080491254007
"743190",42,1616,12,104,"",26,80,78,6.5,2,5,"","IFN2","42_1616","42_1616_12","IFN2_42_1616_12",7.9,127.323954473516,49.0166993776348
"743191",42,1616,13,111,"",26,162,159,9.5,2,2,"","IFN2","42_1616","42_1616_13","IFN2_42_1616_13",16.05,31.8309886183791,202.320530386591
"743192",42,1616,14,116,"",26,178,185,9,2,2,"","IFN2","42_1616","42_1616_14","IFN2_42_1616_14",18.15,31.8309886183791,258.727826481796
"743193",42,1616,15,124,"",26,214,218,9.5,2,2,"","IFN2","42_1616","42_1616_15","IFN2_42_1616_15",21.6,31.8309886183791,366.435367114714
"743194",42,1616,16,152,"",26,193,183,7.5,2,2,"","IFN2","42_1616","42_1616_16","IFN2_42_1616_16",18.8,31.8309886183791,277.591126871194
"743195",42,1616,17,155,"",26,150,146,7.5,2,2,"","IFN2","42_1616","42_1616_17","IFN2_42_1616_17",14.8,31.8309886183791,172.033613710577
"743196",42,1616,18,168,"",26,212,212,8.5,2,2,"25","IFN2","42_1616","42_1616_18","IFN2_42_1616_18",21.2,31.8309886183791,352.989350557349
"743197",42,1616,19,181,"",26,162,168,8,2,2,"","IFN2","42_1616","42_1616_19","IFN2_42_1616_19",16.5,31.8309886183791,213.824649984955
"743198",42,1616,2,22,"",26,254,262,8.5,2,2,"","IFN2","42_1616","42_1616_2","IFN2_42_1616_2",25.8,14.1471060526129,522.792433483878
"743199",42,1616,20,185,"",26,165,168,6.5,2,2,"30","IFN2","42_1616","42_1616_20","IFN2_42_1616_20",16.65,31.8309886183791,217.730042352449
"743200",42,1616,21,199,"",26,213,222,9.5,2,2,"","IFN2","42_1616","42_1616_21","IFN2_42_1616_21",21.75,31.8309886183791,371.542418672205
"743201",42,1616,22,209,"",26,137,138,8,2,2,"15","IFN2","42_1616","42_1616_22","IFN2_42_1616_22",13.75,31.8309886183791,148.48934026733
"743202",42,1616,23,212,"",26,150,149,7.5,2,2,"","IFN2","42_1616","42_1616_23","IFN2_42_1616_23",14.95,31.8309886183791,175.538453014738
"743203",42,1616,24,212,"",26,180,184,8.5,2,2,"","IFN2","42_1616","42_1616_24","IFN2_42_1616_24",18.2,31.8309886183791,260.155287643771
"743204",42,1616,25,212,"",26,203,203,8.5,2,2,"","IFN2","42_1616","42_1616_25","IFN2_42_1616_25",20.3,31.8309886183791,323.654729154455
"743205",42,1616,26,223,"",26,140,144,8,2,2,"","IFN2","42_1616","42_1616_26","IFN2_42_1616_26",14.2,31.8309886183791,158.367685667461
"743206",42,1616,27,228,"",26,127,125,8,2,2,"","IFN2","42_1616","42_1616_27","IFN2_42_1616_27",12.6,31.8309886183791,124.689812420979
"743207",42,1616,28,230,"",26,246,242,10,2,2,"","IFN2","42_1616","42_1616_28","IFN2_42_1616_28",24.4,14.1471060526129,467.594650560305
"743208",42,1616,29,238,"",26,233,232,9,2,2,"","IFN2","42_1616","42_1616_29","IFN2_42_1616_29",23.25,14.1471060526129,424.556794701533
"743209",42,1616,3,24,"",26,178,187,9,2,2,"","IFN2","42_1616","42_1616_3","IFN2_42_1616_3",18.25,31.8309886183791,261.586675796563
"743210",42,1616,30,246,"",26,187,177,8.5,2,2,"","IFN2","42_1616","42_1616_30","IFN2_42_1616_30",18.2,31.8309886183791,260.155287643771
"743211",42,1616,31,261,"",26,151,157,8.5,2,2,"","IFN2","42_1616","42_1616_31","IFN2_42_1616_31",15.4,31.8309886183791,186.265028431339
"743212",42,1616,32,272,"",26,173,165,9,2,2,"","IFN2","42_1616","42_1616_32","IFN2_42_1616_32",16.9,31.8309886183791,224.317569447945
"743213",42,1616,33,285,"",26,247,233,9.6,2,2,"","IFN2","42_1616","42_1616_33","IFN2_42_1616_33",24,14.1471060526129,452.38934211693
"743214",42,1616,34,286,"",26,205,202,9,2,2,"","IFN2","42_1616","42_1616_34","IFN2_42_1616_34",20.35,31.8309886183791,325.25105092156
"743215",42,1616,35,292,"",26,168,164,9,2,2,"","IFN2","42_1616","42_1616_35","IFN2_42_1616_35",16.6,31.8309886183791,216.424317905801
"743216",42,1616,36,295,"",26,207,202,9,2,2,"","IFN2","42_1616","42_1616_36","IFN2_42_1616_36",20.45,31.8309886183791,328.455475428221
"743217",42,1616,37,304,"",26,185,183,9,2,2,"","IFN2","42_1616","42_1616_37","IFN2_42_1616_37",18.4,31.8309886183791,265.90440219984
"743218",42,1616,38,305,"",26,115,117,8,2,3,"","IFN2","42_1616","42_1616_38","IFN2_42_1616_38",11.6,127.323954473516,105.683176866761
"743219",42,1616,39,309,"",26,246,235,10,2,2,"","IFN2","42_1616","42_1616_39","IFN2_42_1616_39",24.05,14.1471060526129,454.276261204493
"743220",42,1616,4,28,"",26,218,224,10,2,2,"","IFN2","42_1616","42_1616_4","IFN2_42_1616_4",22.1,31.8309886183791,383.596316984948
"743221",42,1616,40,317,"",26,224,228,9.5,2,2,"","IFN2","42_1616","42_1616_40","IFN2_42_1616_40",22.6,14.1471060526129,401.149965936881
"743222",42,1616,41,323,"",26,220,222,9.5,2,2,"","IFN2","42_1616","42_1616_41","IFN2_42_1616_41",22.1,31.8309886183791,383.596316984948
"743223",42,1616,42,324,"",26,226,224,9,2,2,"","IFN2","42_1616","42_1616_42","IFN2_42_1616_42",22.5,14.1471060526129,397.607820219958
"743224",42,1616,43,355,"",26,212,194,9.5,2,2,"","IFN2","42_1616","42_1616_43","IFN2_42_1616_43",20.3,31.8309886183791,323.654729154455
"743225",42,1616,44,362,"",26,95,93,7,2,3,"","IFN2","42_1616","42_1616_44","IFN2_42_1616_44",9.4,127.323954473516,69.3977817177985
"743226",42,1616,45,371,"",26,142,135,8.8,2,3,"","IFN2","42_1616","42_1616_45","IFN2_42_1616_45",13.85,31.8309886183791,150.657039198307
"743227",42,1616,46,373,"",26,227,230,10,2,2,"","IFN2","42_1616","42_1616_46","IFN2_42_1616_46",22.85,14.1471060526129,410.074052568484
"743228",42,1616,47,382,"",26,127,136,8.5,2,2,"","IFN2","42_1616","42_1616_47","IFN2_42_1616_47",13.15,31.8309886183791,135.813013910095
"743229",42,1616,48,388,"",26,156,160,8.5,2,2,"","IFN2","42_1616","42_1616_48","IFN2_42_1616_48",15.8,31.8309886183791,196.066797510539
"743230",42,1616,49,389,"",26,127,137,8,2,3,"","IFN2","42_1616","42_1616_49","IFN2_42_1616_49",13.2,31.8309886183791,136.847775990371
"743231",42,1616,5,34,"",26,246,256,10.5,2,2,"","IFN2","42_1616","42_1616_5","IFN2_42_1616_5",25.1,14.1471060526129,494.808696922026
"743232",42,1616,50,397,"",26,157,165,8.5,2,2,"","IFN2","42_1616","42_1616_50","IFN2_42_1616_50",16.1,31.8309886183791,203.583057934253
"743233",42,1616,51,398,"",26,165,175,8,2,2,"","IFN2","42_1616","42_1616_51","IFN2_42_1616_51",17,31.8309886183791,226.980069221863
"743234",42,1616,6,42,"",26,141,143,8.5,2,2,"","IFN2","42_1616","42_1616_6","IFN2_42_1616_6",14.2,31.8309886183791,158.367685667461
"743235",42,1616,7,44,"",26,153,156,8,2,2,"","IFN2","42_1616","42_1616_7","IFN2_42_1616_7",15.45,31.8309886183791,187.476505098379
"743236",42,1616,8,45,"",26,184,185,8,2,2,"","IFN2","42_1616","42_1616_8","IFN2_42_1616_8",18.45,31.8309886183791,267.3514983159
"743237",42,1616,9,77,"",26,144,144,7.5,2,2,"","IFN2","42_1616","42_1616_9","IFN2_42_1616_9",14.4,31.8309886183791,162.860163162095
"743256",42,1618,1,18,"",26,134,137,5.5,2,3,"","IFN2","42_1618","42_1618_1","IFN2_42_1618_1",13.55,31.8309886183791,144.20106629518
"743257",42,1618,2,208,"",26,115,115,4.5,2,3,"","IFN2","42_1618","42_1618_2","IFN2_42_1618_2",11.5,127.323954473516,103.868907109313
"743320",42,1627,1,23,"",26,116,115,4.5,2,3,"","IFN2","42_1627","42_1627_1","IFN2_42_1627_1",11.55,127.323954473516,104.774078492628
"743321",42,1627,10,197,"",26,130,135,6,2,3,"","IFN2","42_1627","42_1627_10","IFN2_42_1627_10",13.25,31.8309886183791,137.886465061465
"743322",42,1627,11,197,"",26,148,140,6.5,2,2,"","IFN2","42_1627","42_1627_11","IFN2_42_1627_11",14.4,31.8309886183791,162.860163162095
